bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,new_year,price,view,lat
3,2.25,1940,9100,1,0,0,4,8,1630,310,2080,9100,1966,299000,0,47.3133
3,1.75,2100,15480,1,0,0,3,7,2100,0,1330,15657,1983,299000,0,47.2924
3,1,1290,5500,1,0,0,3,7,980,310,1680,5000,1951,372220,0,47.5266
2,1.75,1560,1750,1,0,0,4,6,780,780,1850,3600,1904,494400,0,47.6347
3,1.75,2630,6500,1,0,0,3,7,1330,1300,2520,6500,1958,280000,0,47.4878
3,2.5,2100,6021,2,0,0,3,7,2100,0,2091,7547,1992,277950,0,47.2917
3,2.75,2070,54557,2,0,0,3,8,2070,0,2190,49658,1996,770000,0,47.4659
4,2.5,2960,28005,2,0,0,3,10,2960,0,3510,35248,1989,760000,0,47.7477
2,2,1300,3608,1,0,0,3,7,1300,0,1510,3608,2004,230000,0,47.3623
4,2.5,2520,7731,2,0,0,3,9,2520,0,2000,7704,1994,525000,0,47.7709
3,1,1150,6000,1.5,0,0,3,7,1150,0,1210,7700,1927,307000,0,47.4963
4,2,2030,9600,1.5,0,0,3,6,1430,600,1820,14600,1947,253779,0,47.4459
3,1.5,1880,7400,1,0,0,3,8,1480,400,1820,8660,1968,405000,0,47.7743
2,1,2320,11250,2,0,0,4,6,2320,0,1620,11250,1942,360000,0,47.504
2,1,1050,7500,1.5,0,3,4,6,1050,0,2540,13680,1910,521000,3,47.5577
4,2.5,3030,13068,2,0,0,3,9,3030,0,2940,11999,1978,680000,0,47.6313
1,0.75,530,33278,1,0,2,4,4,530,0,2830,14311,1950,355000,2,47.6412
3,1.5,1090,9600,1,0,0,4,7,1090,0,1240,9620,1968,200000,0,47.3639
3,2.25,2220,4060,1,0,0,3,7,1330,890,1930,5625,1993,330000,0,47.5188
3,2.25,1430,5999,2,0,0,3,7,1430,0,1600,5999,1987,221000,0,47.3116
4,4.5,3780,6000,2,0,4,4,11,2770,1010,2660,6000,1977,1600000,4,47.5922
2,1,1560,4920,1,0,0,4,6,780,780,1760,7510,1947,310000,0,47.7248
4,2.25,2220,4200,1.5,0,0,5,8,1310,910,2020,4940,1932,862000,0,47.6418
3,1.5,1140,8340,1,0,0,3,7,1140,0,1140,8340,1960,200000,0,47.4773
4,2.5,2540,11100,1,0,0,5,7,2540,0,1560,11100,1957,630000,0,47.6317
3,2.25,1440,6232,2,0,0,3,7,1440,0,1740,5999,1985,432250,0,47.5658
3,2.25,1570,9500,1,0,0,4,7,1070,500,2250,9583,1977,478000,0,47.6843
4,2.25,1860,9576,1,0,0,3,7,1400,460,1860,9576,1962,249000,0,47.3612
5,3,2440,4750,1,0,0,3,9,1450,990,1420,5940,2006,495000,0,47.5485
4,2.5,2100,8800,1,0,2,4,7,1240,860,2000,8800,1960,630000,2,47.6146
4,2.5,2150,27540,2,0,0,3,8,2150,0,2150,27540,1997,550000,0,47.637
3,2.5,2440,18674,2,0,0,4,8,2440,0,2530,10603,1994,350000,0,47.3672
5,1.5,1930,7480,2,0,0,3,7,1930,0,1480,7705,1966,270000,0,47.4503
4,2,1830,9610,1,0,0,3,7,1830,0,1970,10754,1963,488250,0,47.695
4,3.5,1850,6519,2,0,0,3,7,1130,720,1280,6664,1986,248000,0,47.3087
4,3.5,3210,5000,3,0,0,3,9,3210,0,1360,5000,2014,889000,0,47.5203
1,1,1090,5250,1,0,0,3,6,980,110,2160,5250,1927,375000,0,47.6999
3,1.5,1870,3300,2,0,2,3,7,1870,0,1820,2460,1906,933000,2,47.6221
3,2.25,1920,8412,1,0,2,3,8,1460,460,2490,8700,1977,625000,2,47.5578
2,1,700,4350,1,0,0,3,6,700,0,1620,5100,1943,328000,0,47.5577
4,2.25,3380,9900,1,0,2,4,8,1690,1690,2390,9900,1969,470000,2,47.4438
5,2.5,2430,6168,2,0,0,3,8,2430,0,2150,8400,2007,502500,0,47.5237
3,1.75,1950,17400,1,0,0,3,7,1210,740,1900,17250,1976,484000,0,47.7424
2,1,900,7500,1,0,0,4,6,900,0,1190,10000,1961,252500,0,47.6481
3,2.5,2060,8893,2,0,0,3,8,2060,0,2650,8500,1987,610000,0,47.5615
4,2,2180,10447,1,0,0,4,8,1280,900,2190,10987,1969,419000,0,47.7675
4,2.25,2140,9377,2,0,0,4,8,2140,0,2030,7846,1986,322500,0,47.2649
6,1,1730,2760,1.5,0,0,3,7,1250,480,1630,3200,1918,563000,0,47.6342
4,2.5,3140,12591,2,0,0,3,9,3140,0,2650,11720,1993,464000,0,47.3826
4,4.25,3010,4887,2,0,3,4,10,1940,1070,2540,9375,1996,870000,3,47.6933
2,1.5,800,1196,2,0,0,3,8,800,0,1020,1087,2003,280000,0,47.6972
3,2.5,3300,11570,2,0,0,3,9,3300,0,3280,11446,1994,850000,0,47.5599
2,1,1530,4370,1,0,0,3,7,1130,400,1580,4275,1946,458950,0,47.6888
2,1,760,5280,1,0,0,3,6,760,0,1710,6594,1946,122000,0,47.483
5,3,2450,4591,2,0,0,3,7,2450,0,1060,5500,1994,525000,0,47.6828
2,1,1000,31838,1,0,0,3,7,1000,0,1490,39747,1962,286300,0,47.4789
2,1,840,7425,1,0,0,4,6,840,0,1300,11674,1952,218450,0,47.4749
3,1.5,1380,4290,1,0,0,3,7,1080,300,1510,3900,1955,525000,0,47.674
3,1.5,1380,4290,1,0,0,3,7,1080,300,1510,3900,1955,650000,0,47.674
4,2,2020,48693,1.5,0,0,3,7,2020,0,1610,34900,1949,356000,0,47.4646
2,1,1260,5000,1,0,0,3,7,1040,220,1510,5000,1951,436500,0,47.6782
3,1.75,1440,7112,1,0,0,3,7,1180,260,1570,9152,1979,410000,0,47.7304
4,1.75,1540,8311,1,0,0,4,7,1540,0,1890,7996,1950,512500,0,47.7046
4,1,1060,7200,1,0,1,3,6,880,180,1910,7200,1925,510000,1,47.5591
4,1.75,1900,10297,1,0,0,4,8,1900,0,2220,9612,1966,566000,0,47.5944
3,1.75,2870,26500,1.5,0,1,3,8,2870,0,2420,20500,1981,525000,1,47.4485
3,1,1050,5500,1,0,0,3,6,930,120,1410,5834,1920,435000,0,47.5402
3,2.75,1840,68479,1,0,2,3,8,1340,500,2060,61903,1989,406500,2,47.6802
5,2.75,3000,9473,1,0,0,3,8,1500,1500,2050,8820,1966,550000,0,47.6567
3,2,1200,10212,1.5,0,0,5,6,1200,0,1280,10212,1949,251000,0,47.206
3,1.5,1840,10125,1,0,0,4,8,1220,620,2320,10160,1959,830000,0,47.5607
4,2.5,2790,7673,2,0,0,3,9,2790,0,2740,7837,1989,803000,0,47.6692
3,1,970,9360,1,0,0,4,5,970,0,1050,11348,1942,206000,0,47.2808
4,1,1070,7467,1.5,0,0,3,7,1070,0,1160,7467,1944,200000,0,47.4942
2,1,900,5160,1,0,0,3,6,900,0,900,5160,1952,219000,0,47.525
4,4,2680,6000,1,0,0,3,7,1380,1300,1930,6000,2014,777000,0,47.6557
3,2.5,2000,22000,2,0,0,3,8,2000,0,2180,19800,1979,593700,0,47.59
3,1.5,1660,8797,1,0,0,4,7,1660,0,2350,10053,1956,712500,0,47.5892
4,1.5,1770,6014,1.5,0,0,4,7,1240,530,1740,6014,1946,600000,0,47.5773
3,2,1230,6802,1.5,0,0,3,7,1230,0,1850,6398,1940,554663,0,47.6712
3,1,1740,10875,1,0,0,4,7,1020,720,1470,8532,1962,267000,0,47.4682
3,2,1710,8910,1,0,0,5,7,1710,0,1430,8493,1953,390000,0,47.7719
6,2,2020,7071,1,0,0,3,7,1010,1010,2020,5000,1979,335000,0,47.5329
4,2.5,2410,9886,1,0,0,5,8,1990,420,2530,10658,1975,938000,0,47.5351
4,2.75,2310,14745,1,0,0,3,7,1410,900,2060,9678,1993,370000,0,47.377
5,2.5,2400,4548,2,0,0,3,7,2400,0,2200,4465,2003,335000,0,47.371
5,2,3160,3990,1.5,0,0,3,7,1870,1290,1780,4240,1923,695000,0,47.654
3,1,1560,14333,1,0,0,4,7,1560,0,1640,14333,1953,387500,0,47.432
3,2.5,1770,6187,2,0,0,3,7,1770,0,1650,7200,1992,245000,0,47.4034
3,2,1600,13200,1,0,0,3,7,1600,0,1360,11520,1990,308550,0,47.4656
3,1.75,1330,13102,1,0,0,3,7,1330,0,1270,11475,1968,225000,0,47.3172
4,2.5,2970,29163,2,0,0,3,9,2970,0,3100,31105,1993,715000,0,47.6717
3,1,1020,10200,1,0,0,4,7,1020,0,1170,8188,1954,335000,0,47.7503
3,2.5,2490,4904,2,0,0,3,9,2490,0,2370,4050,2003,634000,0,47.5451
5,2,1700,7314,1,0,0,3,7,1000,700,2000,7176,1956,337500,0,47.549
1,1,850,6567,1,0,0,4,6,850,0,2160,9794,1940,440000,0,47.327
3,1.75,1250,13775,1,0,2,3,7,1250,0,1260,13707,1990,350000,2,47.4981
2,1,610,4560,1,0,0,3,5,610,0,930,1392,1918,400000,0,47.5498
4,3.5,3700,13175,2,0,0,4,11,3700,0,3880,15508,1989,1290000,0,47.5471
3,1,950,10080,1,0,0,4,7,950,0,1060,10000,1954,435000,0,47.572
4,2.5,3860,5130,2,0,0,3,8,2930,930,3130,6163,2004,681000,0,47.5387
3,3.5,1360,1275,2,0,0,3,8,1240,120,1360,1275,2007,397000,0,47.5904
4,2.5,3890,34513,2,0,0,3,10,3890,0,3600,28435,1996,775000,0,47.7749
3,2.25,1680,9090,1,0,0,4,7,1130,550,1960,9090,1959,480000,0,47.6068
3,2.5,1520,7200,2,0,0,4,7,1520,0,1780,7210,1985,158000,0,47.3679
3,2,2420,208652,1.5,0,0,3,8,2420,0,3180,212137,2005,590000,0,47.3666
5,2.75,3890,9130,2,0,0,3,9,3890,0,3450,8361,2004,772500,0,47.5407
5,1.5,2940,13425,1,0,0,3,8,1470,1470,1580,8200,1955,464500,0,47.7632
3,1.75,1350,8737,1,0,0,3,7,1350,0,1600,8928,1966,281000,0,47.4378
3,2.25,2190,45738,1,0,0,3,8,2190,0,2970,4496,1990,620000,0,47.7108
3,2.25,2280,5750,1,0,1,4,7,1150,1130,1500,5060,1985,475000,1,47.5641
2,2,1070,4500,1,0,0,4,6,910,160,1280,4500,1932,245000,0,47.4896
5,2.25,2540,3750,1.5,0,0,4,7,1510,1030,1780,3750,1925,660000,0,47.6729
4,2.25,2270,8480,1,0,0,5,8,1310,960,1910,9050,1973,527500,0,47.5448
2,1,1220,7250,1,0,0,4,6,1220,0,1350,20250,1914,135000,0,47.3585
3,1.75,1890,5000,1,0,0,3,7,1890,0,2960,5421,2003,275000,0,47.3357
4,2,1990,4740,1,0,0,3,7,1080,910,1560,2370,1926,430000,0,47.6112
3,1,1220,6000,1,0,0,4,7,1220,0,1420,6000,1968,213500,0,47.3245
3,3,2640,5978,2,0,0,3,9,2640,0,2680,6060,2012,535000,0,47.4759
3,1.75,1480,9603,1,0,0,3,7,1480,0,2660,10766,1952,641000,0,47.5915
3,2,2320,9420,1,0,0,5,7,2320,0,2030,9420,1952,436300,0,47.5133
4,1.75,2410,6000,1.5,0,0,3,8,2410,0,1280,4000,1911,1440000,0,47.6369
4,2.75,2090,13500,1,0,0,4,8,2090,0,2130,13500,1949,830000,0,47.573
3,1,920,3532,1,0,0,3,6,920,0,1250,4000,1910,380000,0,47.5539
3,0.75,850,8573,1,0,0,3,6,600,250,850,8382,1945,132500,0,47.503
3,1,1130,9907,1,0,0,3,7,1130,0,1320,9907,1954,179950,0,47.4362
3,1,1260,7265,1,0,0,4,7,1260,0,940,7200,1954,188200,0,47.2979
4,2,2090,10800,1,0,0,4,7,2090,0,2090,10800,1951,659000,0,47.5759
3,2,2020,7260,1.5,0,0,3,7,1180,840,1400,5950,1926,317000,0,47.5496
3,2.25,1970,4564,1,0,0,3,8,1470,500,1980,5000,1959,625000,0,47.6703
3,1.75,1820,9545,1,0,0,3,7,1230,590,1790,9530,1976,350000,0,47.7772
3,1.5,1840,5000,1.5,0,0,5,7,1340,500,1840,5000,1915,750000,0,47.6652
4,1.75,2100,10358,1,0,0,5,8,1280,820,2080,9000,1959,457000,0,47.7478
4,2,1770,5000,2,0,0,4,7,1770,0,1550,5000,1906,632500,0,47.6748
3,2,1110,7231,1,0,0,4,7,1110,0,1550,7245,1991,223000,0,47.4036
4,2.75,2090,8400,1,0,0,4,8,1240,850,2340,9000,1976,610000,0,47.6872
4,1.75,2080,8215,2,0,0,4,7,2080,0,1550,8215,1948,385000,0,47.737
3,3.25,1400,1343,2,0,0,3,7,1160,240,1400,1326,2005,367500,0,47.5483
3,1,1060,8040,1,0,0,4,6,1060,0,1300,7620,1949,385100,0,47.7121
2,1,720,5913,1,0,0,3,6,720,0,1560,6600,1920,230000,0,47.5447
3,2.75,1100,750,2,0,0,3,7,780,320,1170,4800,2008,286000,0,47.5601
3,1,1010,9576,1,0,0,4,7,1010,0,1540,9576,1967,201700,0,47.2956
4,4.75,5230,89298,2.5,0,0,3,11,5230,0,4110,107153,2002,1350000,0,47.4097
4,1.75,2420,7672,1,0,0,3,8,1480,940,2370,7699,1979,525000,0,47.5637
3,1.5,1200,7236,1,0,0,3,7,1200,0,1680,7800,1975,361000,0,47.739
3,1.5,1950,1963,3,0,0,3,8,1950,0,1590,2028,2002,530000,0,47.6904
3,2.25,1870,7403,1,0,0,3,7,1870,0,1630,7440,1950,455000,0,47.7171
4,2.25,1310,8400,1,0,0,4,7,1310,0,1600,8400,1966,421000,0,47.7317
4,2,1520,6200,1.5,0,0,3,7,1520,0,1910,6200,1945,640000,0,47.678
3,1,1270,12733,1,0,0,3,7,1270,0,1660,11536,1955,240000,0,47.445
2,1,840,7414,1,0,0,4,6,840,0,1740,9784,1928,360000,0,47.6771
2,1,900,23000,1,0,0,2,7,900,0,1460,8265,1953,157340,0,47.3576
4,3,3010,6139,2,0,4,5,8,2560,450,2100,6798,1972,1240000,4,47.6799
3,1,1050,6874,1,0,0,3,6,1050,0,1500,8954,1954,250000,0,47.762
6,2.75,3360,84506,1,0,0,5,7,2040,1320,2190,43124,1962,735000,0,47.715
7,4.75,5370,10800,1.5,0,0,3,8,5370,0,2310,10910,1967,884900,0,47.538
3,3.5,2690,104544,2,0,0,3,8,2690,0,2300,81698,1990,775000,0,47.7717
3,1.75,1710,7320,1,0,0,3,7,1710,0,2260,8839,1948,463000,0,47.7512
3,2.5,1640,1269,3,0,0,3,8,1640,0,1590,1231,2009,579000,0,47.6197
6,3.75,4000,6015,2,0,2,3,10,3080,920,3180,5700,2004,570000,2,47.453
5,4.5,4140,7924,2,0,0,3,10,4140,0,3960,8410,2005,1060000,0,47.6102
4,2.75,3140,24800,1,0,0,4,8,2080,1060,2850,12900,1971,375000,0,47.3782
2,1.75,1320,2609,1,0,0,4,7,920,400,1200,4220,1938,422000,0,47.6878
4,3.5,3080,4945,2,0,0,3,9,2010,1070,1220,4945,2014,866500,0,47.5662
3,2.5,2500,10359,2,0,0,3,10,2500,0,2580,10142,1986,705000,0,47.6286
4,2.5,2520,9684,2,0,0,3,8,2520,0,2090,10133,1994,470000,0,47.4848
3,1.25,2350,6200,1,0,0,4,7,1320,1030,2140,9543,1966,360000,0,47.5979
4,2.5,2570,13450,1,0,4,3,8,1510,1060,3470,12615,1948,795000,4,47.7429
4,2.5,3100,7807,2,0,0,3,9,3100,0,3100,7807,2003,800000,0,47.7151
4,3.5,4730,13586,1.5,0,0,5,10,4270,460,3710,8828,1935,2450000,0,47.6319
3,1.75,1030,4800,1,0,0,3,6,930,100,1540,4800,1927,277284,0,47.566
2,1,1020,4002,1,0,0,5,7,1020,0,1780,5000,1953,460000,0,47.5828
3,2.5,2080,3729,2,0,0,3,9,2080,0,2080,4000,1996,898888,0,47.6731
3,1,1410,47916,1,0,0,3,7,1410,0,1810,215622,1981,211000,0,47.7149
2,2,1360,3300,2,0,0,3,6,1360,0,1310,3300,2004,222000,0,47.3489
3,2.5,2620,21587,2,0,0,3,7,2620,0,2570,23650,1992,672000,0,47.6384
3,2.25,2260,33080,1,0,0,5,9,1690,570,3020,35291,1974,778000,0,47.6386
3,1.75,1490,9493,1,0,0,4,8,1490,0,2440,9600,1976,312500,0,47.4514
4,2.5,2530,6500,1.5,0,0,3,8,1720,810,2150,5280,1975,650000,0,47.6737
6,2.25,3140,10250,1,0,0,4,8,1570,1570,2320,10250,1959,740000,0,47.6116
3,2,1820,17600,1,0,0,5,7,1820,0,2190,17440,1972,320000,0,47.4703
4,2.5,1770,13168,2,0,0,3,7,1770,0,2050,14859,1990,455000,0,47.7306
5,4,4430,9000,2,0,0,3,10,4430,0,2470,9490,2013,2450000,0,47.6168
3,3.25,1490,902,3,0,0,3,8,1220,270,1550,1092,2001,500000,0,47.6357
3,1.75,1790,27427,1,0,0,3,7,1130,660,1610,16684,1978,325000,0,47.532
3,2.5,1710,1296,3,0,0,3,8,1510,200,1610,1282,2004,416000,0,47.6963
4,2.25,2070,20280,2,0,0,4,7,2070,0,2190,21560,1968,495000,0,47.774
2,1,1140,5400,1,0,0,5,7,1140,0,1520,4800,1908,549000,0,47.6205
5,2,3930,10150,1.5,0,0,4,8,3070,860,2200,8190,1968,589000,0,47.6317
3,1.5,1100,32700,1,0,0,3,7,1100,0,1616,32700,1967,194820,0,47.3186
3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1790,5355,1910,405000,0,47.681
3,2.5,2260,5500,1.5,0,0,3,7,1280,980,1790,5355,1910,625000,0,47.681
3,1,1130,7014,1,0,0,3,7,1130,0,1440,9350,1954,205000,0,47.4743
3,3.75,1950,8625,1,0,0,3,8,1360,590,1950,6670,1959,345100,0,47.505
3,1,960,7500,1,0,0,3,6,960,0,1250,6000,1953,200000,0,47.4966
4,3.5,4210,18564,2,0,0,3,11,4210,0,3520,18564,2001,1910000,0,47.6206
3,1.5,3430,264844,1,0,2,3,7,2230,1200,1660,145926,1988,524500,2,47.4476
4,2.75,3470,212639,2,0,0,3,7,2070,1400,2370,233917,1993,598600,0,47.7066
5,3,2140,5937,1,0,0,3,7,1280,860,1820,6710,1978,367777,0,47.5459
3,2.75,2520,5401,1,0,0,4,7,1360,1160,1800,5036,1946,750000,0,47.6452
5,2.25,3550,7992,2,0,0,3,8,3550,0,2110,7992,1968,575000,0,47.7285
2,1,700,20130,1,0,0,3,6,700,0,1490,18630,1949,84000,0,47.4752
2,1,740,5000,1,0,0,4,6,740,0,1170,4968,1926,255000,0,47.5298
4,3.75,3300,4545,1.5,0,4,3,10,2600,700,3300,5000,1999,1740000,4,47.6561
3,2.25,1640,5880,1,0,0,3,7,1240,400,1200,4760,1977,415000,0,47.5323
3,2.5,2780,8225,2,0,1,3,9,2780,0,720,9736,1990,449900,1,47.3509
5,1.5,1830,94960,1.5,0,0,3,7,1830,0,1440,16365,1929,220000,0,47.4218
4,2.5,3540,9349,2,0,0,3,10,3540,0,3280,7546,2003,899000,0,47.7046
3,2.5,1440,7320,1,0,0,5,7,1440,0,1160,6941,1954,430000,0,47.7179
4,2.5,2960,223462,2,0,0,3,10,2960,0,2770,16482,2001,472500,0,47.3646
6,2.5,3180,9375,1,0,0,4,8,1590,1590,2670,9625,1967,680000,0,47.5707
5,4,3310,8400,2,0,0,3,10,3310,0,3430,8400,2000,1650000,0,47.6914
3,2,2390,8025,2,0,0,5,7,2390,0,1920,5350,1921,810000,0,47.6707
3,2.5,2460,138085,2,0,0,4,9,2460,0,2090,219542,1977,605000,0,47.4572
3,1.75,1630,15600,1,0,0,3,7,1630,0,1830,10850,1958,522000,0,47.68
5,2.75,3490,8230,2,0,0,3,10,3490,0,3480,7331,2005,759000,0,47.5825
4,2.75,2500,5257,2,0,0,3,8,2500,0,1660,5970,1966,411000,0,47.5293
4,2.5,2080,9846,1,0,0,3,7,1240,840,1890,7977,1984,286950,0,47.3338
3,1.5,1290,1286,3,0,0,3,7,1290,0,1720,1286,2000,440000,0,47.6617
3,1,1700,8645,1,0,0,3,6,1700,0,1500,7980,1955,149000,0,47.4899
3,1,1700,8645,1,0,0,3,6,1700,0,1500,7980,1955,284700,0,47.4899
3,2.5,2540,11562,1,0,1,3,8,1290,1250,2230,10310,1964,374950,1,47.7614
3,1.5,1180,8545,1,0,0,3,8,1180,0,1660,9000,1952,816000,0,47.624
4,1.75,1520,15398,1,0,0,4,7,1370,150,1840,12500,1960,533250,0,47.5265
3,2.75,2390,9313,1,0,0,5,8,1390,1000,2390,12712,1942,689800,0,47.7209
4,2.75,2740,6200,1.5,0,3,4,8,1820,920,2430,6000,1947,775000,3,47.7084
3,2.5,2190,8528,1,0,0,3,8,1760,430,2060,9811,1991,702000,0,47.6943
3,1,1350,8700,1.5,0,0,3,6,1350,0,1300,8700,1942,160000,0,47.4497
3,1,1350,8700,1.5,0,0,3,6,1350,0,1300,8700,1942,255500,0,47.4497
4,2.75,2980,42253,1,0,0,4,9,1860,1120,2980,42253,1973,949000,0,47.6392
2,1,790,7450,1,0,0,4,6,790,0,800,7450,1944,169500,0,47.4743
4,2.25,2130,9000,2,0,0,4,8,2130,0,2110,10431,1965,586000,0,47.5716
4,2.5,2700,37431,1,0,0,4,8,1600,1100,2290,37431,1978,680000,0,47.7258
3,2,3200,18184,1,0,0,5,8,2000,1200,1670,7416,1977,851500,0,47.6034
2,1.5,1159,4800,1,0,0,3,7,1159,0,1640,4800,1948,582500,0,47.6592
4,3.5,3080,118918,2,0,0,3,9,3080,0,1830,434728,2008,637000,0,47.7721
3,1,1000,9295,1,0,0,3,7,1000,0,1320,13500,1955,225000,0,47.484
3,3.25,2260,3727,2,0,0,3,8,1880,380,1600,4800,2003,795000,0,47.6422
4,2.25,2270,9600,1,0,0,3,7,1290,980,1930,15000,1976,304999,0,47.3261
1,0.75,760,5746,1,0,0,4,5,760,0,970,6696,1915,95000,0,47.3046
4,1.75,1420,5382,1,0,0,5,5,1040,380,1150,5382,1942,240000,0,47.4946
4,2.5,2500,8680,1,0,0,4,7,1250,1250,2140,8680,1958,772000,0,47.6073
2,1.5,1450,6258,1,0,0,4,8,1450,0,1460,5375,1983,245000,0,47.3785
5,3,2500,5750,1,0,0,3,8,1430,1070,1980,7130,1999,430000,0,47.551
3,1.5,2210,6300,1.5,0,0,5,8,2210,0,2700,6300,1916,799000,0,47.5892
5,2.75,3020,9187,2,0,0,3,9,3020,0,2250,9675,2007,880000,0,47.6806
4,2.5,3290,7538,2,0,0,3,9,3290,0,3450,7538,2004,750000,0,47.598
4,4,5780,7173,2,0,0,3,11,4130,1650,3930,7994,2008,2890000,0,47.6374
3,2.5,1820,4910,2,0,0,3,8,1820,0,2090,6668,1993,532000,0,47.5703
4,2.75,2500,10330,1,0,0,4,8,1380,1120,2270,10430,1978,525000,0,47.7743
2,1,1210,9375,1,0,1,4,7,1210,0,1680,8400,1952,239000,1,47.3865
2,1.5,1090,4000,1,0,0,3,8,970,120,1700,4000,1951,460000,0,47.5798
4,2.25,1330,8400,1.5,0,0,3,8,1330,0,2270,10146,1962,540000,0,47.6078
2,1,890,4590,1,0,0,3,7,890,0,1310,4590,1923,475000,0,47.6901
3,1.75,1360,4998,1,0,0,3,8,1360,0,1350,4998,2014,445000,0,47.547
5,3.75,4220,9240,2,0,2,5,11,3420,800,3380,9240,1991,1580000,2,47.5895
4,2.5,3780,6800,2,0,0,3,8,3780,0,3640,7326,2004,549950,0,47.3526
4,2,2610,14321,1.5,0,0,4,6,1690,920,1630,8599,1940,294950,0,47.4672
3,2.5,1980,2975,3,0,2,3,8,1980,0,1980,3144,1993,736000,2,47.6294
3,1.75,1290,8688,1,0,0,4,7,1290,0,1750,9090,1980,214946,0,47.3655
5,3.25,3620,5500,2,0,2,3,9,3620,0,3260,5500,2003,856000,2,47.5442
2,2.5,2680,7392,1,0,0,3,9,2680,0,2315,7045,2004,775000,0,47.717
3,1.75,1200,8631,1,0,0,3,7,1200,0,1564,8115,1959,205000,0,47.3864
2,2.75,1992,10946,1.5,1,4,5,6,1288,704,1110,8328,1903,429592,4,47.3551
4,1.75,1640,13566,1,0,0,4,7,1120,520,1470,13530,1977,414250,0,47.7423
4,2.75,1920,4400,1,0,0,4,6,960,960,1040,4400,1906,399950,0,47.5532
3,2.25,1840,7326,1,0,0,5,7,1370,470,2050,7475,1979,319990,0,47.3958
3,1.5,1310,9471,1,0,0,4,8,1310,0,2100,9449,1970,524000,0,47.6644
2,1,1050,6317,1.5,0,0,4,7,1050,0,1600,9616,1913,349950,0,47.7364
4,2.5,2570,4480,1.5,0,0,4,8,1580,990,2070,4480,1927,889000,0,47.6701
3,1,930,5160,1.5,0,0,5,6,930,0,1060,5160,1919,300000,0,47.5256
1,1,730,3000,1,0,0,3,7,730,0,1520,5000,1911,395000,0,47.6741
2,2.5,1270,1242,3,0,0,3,7,1270,0,1280,1199,2008,348000,0,47.701
2,1,1150,6000,1,0,1,4,7,710,440,2450,7200,1921,830000,1,47.6841
2,1,820,10450,1,0,0,4,7,820,0,1240,11200,1965,173000,0,47.4261
4,1.75,3000,42200,1,0,3,3,7,1500,1500,2500,9821,1950,585000,3,47.5265
3,2,2220,5000,1,0,0,4,7,1110,1110,1450,5000,1966,576750,0,47.5807
5,3.25,2500,7620,1,0,3,3,7,1250,1250,2020,7620,1962,495000,3,47.5298
3,3.5,1540,1427,2,0,0,3,7,1360,180,1220,4000,2007,216650,0,47.542
4,2.75,2750,15450,1,0,0,3,8,1800,950,2750,10620,1978,615000,0,47.7749
4,2.5,3130,12463,1,0,0,4,8,1620,1510,2740,11779,1978,675000,0,47.569
3,2,1430,9250,1,0,0,4,8,990,440,1830,8003,1983,510000,0,47.6952
3,2.5,2680,327135,2,0,0,3,8,2680,0,2020,60080,1995,630000,0,47.3783
4,2.5,3010,5701,2,0,0,3,8,3010,0,3010,5772,2003,359950,0,47.3492
3,1.5,1530,7500,1.5,0,0,3,7,1530,0,2080,11250,1986,265000,0,47.3639
3,1,1240,4842,1,0,0,4,6,1240,0,1540,5110,1916,210000,0,47.5166
3,2.5,2260,93218,1,0,2,4,6,2260,0,2180,111078,1998,367000,2,47.2582
4,2.25,2820,5000,1.5,0,2,4,9,1800,1020,2880,6000,1926,1080000,2,47.6097
3,2.5,3560,8297,1,0,2,4,8,1650,1910,2760,8297,1948,756000,2,47.6473
3,2.25,1630,9145,1,0,0,3,7,1630,0,1630,9206,1960,203000,0,47.5
4,2.5,2880,23994,2,0,3,3,9,2880,0,2470,17009,2002,535000,3,47.2124
3,3.25,2200,7440,2,0,0,4,7,1710,490,1260,6765,1947,525000,0,47.5409
3,1.75,1620,7500,1,0,0,3,7,1220,400,1470,7938,1981,347500,0,47.4815
3,1.75,1480,2185,2.5,0,0,3,9,1480,0,1480,2441,2005,620000,0,47.6945
4,2.5,2250,10696,2,0,0,3,8,2250,0,2340,13286,1996,645000,0,47.5715
4,3,3540,11098,2,0,0,3,10,3000,540,3430,8214,1940,2200000,0,47.634
3,2,1790,42399,1,0,0,4,7,1790,0,1330,40015,1990,280000,0,47.3143
3,2,1400,6380,1,0,0,4,7,700,700,1690,5800,1924,432000,0,47.7015
3,1.5,2390,4452,2,0,1,3,9,1790,600,2610,5000,1929,790000,1,47.5826
4,1.75,2400,10050,1,0,0,5,8,2400,0,1680,10050,1957,635000,0,47.6339
3,1.5,2050,6384,1,0,0,3,7,1350,700,1590,7214,1958,442000,0,47.5325
4,3,2640,5267,2,0,0,3,7,2640,0,2640,5670,2001,490000,0,47.5298
5,1.75,2320,7700,1,0,0,5,7,1290,1030,1740,7210,1962,250000,0,47.3426
4,2.5,2440,3600,2.5,0,0,4,8,2440,0,2440,5440,1902,1330000,0,47.6298
3,1,1260,7500,1,0,0,3,6,1260,0,1260,7500,1954,120000,0,47.4191
5,4.75,6240,47480,1,0,3,3,11,4610,1630,4170,17668,2003,2950000,3,47.5317
